"2006-12-31","$3.36"
"2007-03-31","$3.50"
"2007-06-30","$3.65"
"2007-09-30","$3.96"
"2007-12-31","$4.33"
"2008-03-31","$4.68"
"2008-06-30","$4.99"
"2008-09-30","$5.94"
"2008-12-31","$6.30"
"2009-03-31","$6.54"
"2009-06-30","$6.89"
"2009-09-30","$6.77"
"2009-12-31","$7.33"
"2010-03-31","$7.98"
"2010-06-30","$8.87"
"2010-09-30","$10.09"
"2010-12-31","$11.74"
"2011-03-31","$13.42"
"2011-06-30","$15.35"
"2011-09-30","$16.52"
"2011-12-31","$19.46"
"2012-03-31","$21.62"
"2012-06-30","$22.55"
"2012-09-30","$23.67"
"2012-12-31","$24.86"
"2013-03-31","$25.52"
"2013-06-30","$25.70"
"2013-09-30","$26.01"
"2013-12-31","$26.92"
"2014-03-31","$27.75"
"2014-06-30","$28.47"
"2014-09-30","$29.61"
"2014-12-31","$33.16"
"2015-03-31","$35.69"
"2015-06-30","$38.10"
"2015-09-30","$40.11"
"2015-12-31","$40.99"
"2016-03-31","$40.17"
"2016-06-30","$39.32"
"2016-09-30","$38.95"
"2016-12-31","$40.09"
"2017-03-31","$41.02"
"2017-06-30","$41.95"
"2017-09-30","$43.45"
"2017-12-31","$45.86"
"2018-03-31","$47.87"
"2018-06-30","$50.00"
"2018-09-30","$52.57"
"2018-12-31","$53.12"
"2019-03-31","$53.40"
"2019-06-30","$54.28"
"2019-09-30","$55.47"
"2019-12-31","$58.42"
